"","Sex","Age","Education","Caste","Family","Family_income","Who_runs_page","Desc_family","Desc_desiredpartner"
"830","Female","28 to 31","Postgraduate","Brahmin","Joint Family","More than 17.5","Parent","My father retired from Indian Air Force Flight Engineer flight crew performed 26 years glorious National service... Later my father performed 5 yerars contractual Flight Engineer flight crew service Executive Grade E-2 in Pawan Hans Helicopters Ltd N R My Grand father had performed 28 years glorious service for our Nation Indian Army Education Corps Subedar Bhagwan Dutt Chaubey retired Feb 1979, passed away May 1994. My mother is family home maker.","Looking for a Service personal OR Business personal at Delhi / Delhi NCR , Bangalore, Hyderabad, Pune, Lucknow."
"831","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","I am working as a Administrative Officer in Medical department","She Shoud be Educated, Fair, Slim, & Intelligent."
"832","Male","Upto 27","No higher education","Other upper caste","Nuclear Family","Max 17.5 lakh","Parent","Father is Running Business of Money Lending & Mother is House wife. no sibling","sweet and caring my elders"
"833","Male","28 to 31","Postgraduate","OBC","Nuclear Family","Max 17.5 lakh","Self","A family of four members, natively from Sultanpur our family is currently based in Sitapur. My father retired as an Assistant Engineer from P.W.D. Mother retired as a teacher from Sacred Heart School in Sitapur. Younger brother actively seeking opportunities.","Empathy & mutual respect are the basis of any good relationship, anyone who acknowledges the importance of these."
"834","Female","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Our family is very educated family , lives in Lalitpur. Brother Senior QA in EQ Technology, Elder Sister Technology Analyst in Infosys Pune. Father is a Businessman(Contractor) , Mother running Milk Dairy.","He should simple and respect to all."
"835","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Father is a Assistant Regional Manager in Government Bank Now Retired & Mother is M A ( Hindi ), Sahitya Ratna House wife.","She should have love for the young ones and respect for parents and elders. She should respect Indian culture. She should value relationship and tradition."
"836","Female","Upto 27","Postgraduate","Dalit","Nuclear Family","Max 12.5 lakh","Sibling","In my family there is my father, my mother, my two sisters(both are married), brother, sister in law, two niece and myself. Father is a businessman/Entrepreneur while mother is a home maker. My brother is an engineer and lives in Haridwar. My family is a mixture of modern and traditional beliefs.","I am looking for a practical person with a positive attitude. His beliefs should both modern and traditional. I believe we need to progress and evolve as a society but not lose our traditional moral values. """
"837","Male","28 to 31","Postgraduate","OBC","Nuclear Family","Max 12.5 lakh","Self","simple, loving and caring family","she should be understanding person with flexible nature. family oriented girl with good family values. In hard time she should stand like pillar along with me. mentally strong person with soft nature"
"838","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","We are 5 members, my father is into business, mother is a house wife. Elder sister is married and working as Govt. Teacher. Younger sister is also into teaching working as HOD (Chemistry) in a private degree college and younger brother is working in private sector, my famil is based in Raya (Mathura).","Looking for a girl who has a professional career. A girl who has a flexible attitude & capable of managing her aspirations as per the situation. My life partner should be caring & respectful towards all the family members."
"839","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Self","My family is very simple and down to earth with an open minded approach. My father is working as a supporting hand with my uncle. My Mom is house wife and my younger brother is in job.","Should be mature and keeps a positive approach towards life."
"840","Female","Upto 27","Graduate","OBC","Nuclear Family","More than 17.5","Self","Father works for BHEL Jhansi as Dy. General Manager. Her mother is housemaker. younger Sister completed BE in Electrical and youngest completed BE in EC from LNCT Bhopal and selected in New India Assurance Co Ltd Brother is persuading B Tech in Mech. from MITS Gwalior","He should be well educated, qualified, working and must have good family values."
"841","Male","Upto 27","Graduate","Brahmin","Nuclear Family","Max 17.5 lakh","Self","Simple.....","should be caring and good in understanding........be with me for forever"
"842","Female","Upto 27","Postgraduate","Brahmin","Nuclear Family","Max 5 lakh","Self","My parents are living in allahabad..n my siblings are doing job in Delhi ..I am living with my brother","Should not be alcoholic nor smoker .. Major one not be non vegetarian"
"843","Male","28 to 31","Graduate","Dalit","Nuclear Family","Max 5 lakh","Parent","Moderate views","She should be caring and understanding. A good heart is a must"
"844","Male","Upto 27","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","My father is an employee in UP State Govt. lives in Lucknow with my mother who is a housewife with extreme caring and sweet nature. I have a younger brother working in a renowned multinational company.","desire life partner preference from Lucknow region, my father settled in city Lucknow U.P and basically from district Kheri UP . My gotra is ""vats"" chauhan thakur."
